firstName;lastName;nation abbrName
Andreas;Ulmer;Austria
Markus;Suttner;Austria
Pablo;Mouche;Argentina
Jos«∏ Mar«a;Basanta;Argentina
Gabriel;Pe«Òalba;Argentina
Carlos;Mart«nez D«az;Spain
Javier;Varas Herrera;Spain
Lewis;Grabban;England
Federico;Dionisi;Italy
Rhys;Williams;Australia
Niko;Bungert;Germany
H«∏lder Jorge;Rodrigues Barbosa;Portugal
Jelle;Vossen;Belgium
Christian;Marrugo;Colombia
Pablo;Armero;Colombia
Adri«≠n;Ramos;Colombia
Per;Karlsson;Sweden
Tore;Reginiussen;Norway
K«∏vin;Monnet-Paquet;France
Sergio;S«≠nchez Ortega;Spain
Romain;Danz«∏;France
Scott;Arfield;Canada
Abdou Razack;Traor«∏;Burkina Faso
Daniel;Ciofani;Italy
Ué?ur;Demirok;Turkey
Adri«≠n;Gonz«≠lez Morales;Spain
Miguel;Torres G«¸mez;Spain
Rouwen;Hennings;Germany
Mario;Gavranovié?;Switzerland
Pablo;Hern«≠ndez Dominguez;Spain
Luis;Robles;United States
Dame;N'Doye;Senegal
Marcel;Heller;Germany
Eren;Derdiyok;Switzerland
Craig;Cathcart;Northern Ireland
Kengo;Nakamura;Japan
Tom«≠è≠;Hoè?ava;Czech Republic
Jakob;Johansson;Sweden
Rasmus;Bengtsson;Sweden
Romain;Genevois;Haiti
Vassilis;Torosidis;Greece
Danny;Vukovic;Australia
Mile;Jedin«≠k;Australia
Mapou;Yanga-M'Biwa;France
Mitchell;Langerak;Australia
Robbie;Kruse;Australia
Mahmut;Tekdemir;Turkey
Brian;Sarmiento;Argentina
Nikica;Jelavié?;Croatia
Diego;Vera;Uruguay
Marcello;Gazzola;Italy
Henri;Saivet;Senegal
Fabien;Lemoine;France
Jonny;Howson;England
Nacer;Barazite;Holland
Jes«–s;Molina;Mexico
Alexander;Gr«¨nwald;Austria
Teddy;Chevalier;France
Lamine;Kon«∏;C«Ôte d'Ivoire
Orlando Carlos;Braga de S«≠;Portugal
Kevin;Wolze;Germany
Sergio;Tejera Rodr«guez;Spain
Luis;Ardente;Argentina
Alex;Smithies;England
Martin;Olsson;Sweden
Nicol«≠s;S«≠nchez;Argentina
Dan;Gosling;England
Sebastian;Ribas;Uruguay
Deniz;Kadah;Turkey
Vegard;Forren;Norway
Matty;James;England
Luke;Ayling;England
Kyle;Bartley;England
Maciej;Rybus;Poland
Siem;de Jong;Holland
Khaled;Ad«∏non;Benin
Samuel;Di Carmine;Italy
Geoff;Cameron;United States
Mat«as;P«∏rez Garc«a;Argentina
Alexander;B«¨ttner;Holland
Jes«–s;Due«Òas;Mexico
Dmitriy;Kombarov;Russia
Fr«∏d«∏ric;Sammaritano;France
Artem;Kravets;Ukraine
Fabrizio;Cacciatore;Italy
Wallace;Reis Silva;Brazil
Carlos;Carmona;Chile
Stijn;Wuytens;Belgium
Pasquale;Schiattarella;Italy
Marco;Sau;Italy
Thomas;Heurtaux;France
Igor;Lewczuk;Poland
Delvin;N'Dinga;Congo
Alejandro;Berganti«Òos Garc«a;Spain
Marcelo;Estigarribia;Paraguay
Jamie;Murphy;Scotland
Aron;Gunnarsson;Iceland
Fidel;Chaves de la Torre;Spain
John;Fleck;Scotland
Jo«úo Miguel;Coimbra Aur«∏lio;Portugal
N«∏lson Miguel;Castro Oliveira;Portugal
Josef;èˇural;Czech Republic
Diego;Far«as da Silva;Brazil
Harrison;Afful;Ghana
Andrea;Rispoli;Italy
Marko;Vejinovié?;Holland
Samuel;Armenteros;Sweden
Vito;Wormgoor;Holland
Yevhen;Seleznyov;Ukraine
Andr«∏;Hansen;Norway
Daniel;Opare;Ghana
Gr«∏gory;Sertic;France
Omar;Gonzalez;United States
Julian;Schieber;Germany
Mike;Frantz;Germany
Yasin;«?ztekin;Turkey
Kian;Hansen;Denmark
David;Jensen;Denmark
Ivan;Obradovié?;Serbia
Alberto Tom«≠s;Bot«a Rabasco;Spain
Luis;Rodr«guez;Mexico
Welinton;Souza Silva;Brazil
Kristoffer;Nordfeldt;Sweden
Ruben Alexandre;Rocha Lima;Portugal
Christopher;Buchtmann;Germany
Edwin;Cardona;Colombia
Juan;Villar V«≠zquez;Spain
Reinhold;Yabo;Germany
Marc;Mateu Sanju«≠n;Spain
Yevhen;Makarenko;Ukraine
Nicol«≠s;De la Cruz;Uruguay
Roman;Yaremchuk;Ukraine
Jakov;Filipovié?;Croatia
Boyang;Su;China PR
Dominik;Livakovié?;Croatia
Rafael;da Concei«ı«úo Le«úo;Portugal
Diego;Rossi;Uruguay
Karlo;Letica;Croatia
Artem;Shabanov;Ukraine
Jonathan;Walters;Republic of Ireland
Paweè?;Kieszek;Poland
Lior;Refaelov;Israel
Mevl«¨t;Erdin«ı;Turkey
Cl«∏ment;Chant«Ôme;France
Gabriele;Angella;Italy
Michael;Hector;Jamaica
Jean-Christophe;Bahebeck;France
Ra«–l;Albentosa Redal;Spain
Nikos;Karelis;Greece
Sa«©f-Eddine;Khaoui;Tunisia
Bubacarr;Sanneh;Gambia
Alexis;Blin;France
Hee Chan;Hwang;Korea Republic
Ignacio;Gil;Spain
Musashi;Suzuki;Japan
Benjamin;Nivet;France
R«–ben Miguel;Santos Fernandes;Portugal
Shunsuke;Nakamura;Japan
Jonas;Olsson;Sweden
Kris;Boyd;Scotland
Matthias;Lehmann;Germany
Tranquillo;Barnetta;Switzerland
Stewart;Downing;England
Rob;Green;England
Claudio;Terzi;Italy
Jaroslav;Plaè≠il;Czech Republic
Michael;Dawson;England
Alexander;Walke;Germany
Emil;Hallfre«¯sson;Iceland
Daniele;Gastaldello;Italy
Domenico;Maietta;Italy
Kevin;Stuhr-Ellegaard;Denmark
Jonathan;Walters;Republic of Ireland
Darren;Fletcher;Scotland
Omar;P«∏rez;Argentina
Carl;Medjani;Algeria
Sammy;Bossut;Belgium
Mariano;Gonz«≠lez;Argentina
Tolga;Zengin;Turkey
Roberto;Rom«≠n Triguero;Spain
David;Garc«a Santana;Spain
Mikel;Vesga Arruti;Spain
Manuel;Del Moral Fern«≠ndez;Spain
Vladimir;Gabulov;Russia
Arkadiusz;Malarz;Poland
Paweè?;Kieszek;Poland
Ali;Al Habsi;Oman
Cristian;Molinaro;Italy
Alex;Cordaz;Italy
Sergio;Pellissier;Italy
J«∏r«∏my;Perbet;France
Ricardo;Vaz T«—;Portugal
V«ctor;Figueroa;Argentina
«?ngel;Rangel Zaragoza;Spain
Valericé?;Gé?man;Romania
Leon;Clarke;England
Carlos Alberto;Alves Garcia;Portugal
Samuel;Holm«∏n;Sweden
Sylvain;Marveaux;France
Luis Gonzalo;Bustamante;Argentina
Abraham;Gonz«≠lez Casanova;Spain
Sebasti«≠n;Viera;Uruguay
V«ctor Manuel;Casades«–s Casta«Òo;Spain
Sinan;Bolat;Turkey
Johan;Djourou;Switzerland
Richard;Keogh;Republic of Ireland
Roland;Lamah;Belgium
Steven;Naismith;Scotland
Glenn;Whelan;Republic of Ireland
John;Ruddy;England
Anselmo;Vendrechovski Jr.;Brazil
Francisco;Jim«∏nez Tejada;Spain
Drew;Moor;United States
Adam;Federici;Australia
Lior;Refaelov;Israel
Kyle;Lafferty;Northern Ireland
Jorge;Torres Nilo;Mexico
Rasmus;Elm;Sweden
Juan Pablo;Carrizo;Argentina
Adem;B«¨y«¨k;Turkey
Rob;Elliot;Republic of Ireland
Yannick;Cahuzac;France
Zdravko;Kuzmanovié?;Serbia
Taiseer;Al Jassam;Saudi Arabia
Jonathan;Martins Pereira;France
Kieran;Lee;England
Sam;Hutchinson;England
Marvin;Compper;Germany
Aythami;Artiles Oliva;Spain
Luis Eduardo;Delgado Pacheco;Spain
Gorka;Elustondo Urkola;Spain
Pierre;Kanstrup;Denmark
Silvestre;Gon«ıalves Varela;Portugal
Jos«∏ «Ångel;Crespo Rinc«¸n;Spain
Panagiotis;Kone;Greece
Fabio;Ceravolo;Italy
Marc;Torrej«¸n Moya;Spain
Nathan;Dyer;England
Oswaldo;Vizcarrondo;Venezuela
Samir;Ujkani;Kosovo
Chul Soon;Choi;Korea Republic
Ki Hun;Yeom;Korea Republic
Mevl«¨t;Erdin«ı;Turkey
Jean-Sylvain;Babin;France
Daniel;Larsson;Sweden
Hugo;Droguett;Chile
Mikael;Lustig;Sweden
Mark;Milligan;Australia
Nuno Miguel;Prata Coelho;Portugal
Mathieu;Coutadeur;France
Alessandro;Matri;Italy
Timothy;Derijck;Belgium
Sidney;Sam;Germany
Cl«∏ment;Chant«Ôme;France
«?zer;HurmacéÒ;Turkey
Romain;Br«∏gerie;France
Andrea;Costa;Italy
Roberto;Canella Su«≠rez;Spain
Charlie;Mulgrew;Scotland
Federico;Peluso;Italy
Te Se;Chong;Korea DPR
Alexander;Gerndt;Sweden
Fran«ıois;Bellugou;France
Shaun;Williams;Republic of Ireland
Cheng;Zeng;China PR
Junmin;Hao;China PR
Hanchao;Yu;China PR
Aleè≠;Hruè≠ka;Czech Republic
Jan;Mor«≠vek;Czech Republic
P«æl Andr«∏;Helland;Norway
Davide;Di Gennaro;Italy
Sten Michael;Grytebust;Norway
Francisco;M«∏rida P«∏rez;Spain
Barry;Bannan;Scotland
Erwin;Mulder;Holland
Emanuele;Terranova;Italy
Martyn;Waghorn;England
Ali;«?amdaléÒ;Germany
Andreas;Bjelland;Denmark
Ryan;Koolwijk;Holland
Nill;De Pauw;Belgium
Sebastien;Dewaest;Belgium
Chris;Basham;England
Yo Han;Go;Korea Republic
«?mer;èûiè?manoé?lu;Germany
F«≠bio Jos«∏;Ferreira Pacheco;Portugal
Luis;Montes;Mexico
Johnny;Russell;Scotland
Vasco Herculano;Cunha Fernandes;Portugal
«?rjan;Nyland;Norway
Oliver;Norwood;Northern Ireland
Tom«≠è≠;Huboéçan;Slovakia
Adam;Clayton;England
Ren«∏;Rom«≠n Hinojo;Spain
G«¨ray;Vural;Turkey
Roger;Espinoza;Honduras
Francisco Jos«∏;Olivas Alba;Spain
Raphael;Wolf;Germany
Jiloan;Hamad;Sweden
Jair;Pereira;Mexico
Luk«≠è≠;Mareéçek;Czech Republic
Lex;Immers;Holland
Roberto;Guti«∏rrez;Chile
Thomas;Kaminski;Belgium
Manuel;Iori;Italy
Rajiv;van La Parra;Holland
Mehdi;Abeid;Algeria
Rodrigo;Salinas;Mexico
Franck;Tabanou;France
Laureano;Sanabria Ruiz;Spain
Thiago;Rangel Cionek;Poland
Maximiliano;Caire;Argentina
Tunay;Torun;Turkey
Alexander;Esswein;Germany
Gabriele;Angella;Italy
Carlo;Pinsoglio;Italy
Nathan;Baker;England
Lorenzo;Ariaudo;Italy
Mirko;Boland;Germany
Duje;é?op;Croatia
Abdoul;Sissoko;Mali
Daniel;Hern«≠ndez Santos;Venezuela
Josef;Huè≠bauer;Czech Republic
Rog«∏rio;de A. S. Coutinho;Brazil
Maikel;van der Werff;Holland
Daniel;Castellano Betancor;Spain
Stoppila;Sunzu;Zambia
Oier;Sanjurjo Mat«∏;Spain
Bernard;Parker;South Africa
Markus;Henriksen;Norway
Jos«∏ Mar«a;Angresola Jim«∏nez;Spain
Daniel;Villalva;Argentina
Eugenio;Lamanna;Italy
R«–ben Micael;F. da Ressurei«ı«úo;Portugal
Ahmed;Elmohamady;Egypt
D«dac;Vil«ˇ Rosell«¸;Spain
Felix;Kroos;Germany
Osama;Hawsawi;Saudi Arabia
Shinzo;Koroki;Japan
Mats;Rits;Belgium
Paulo Jos«∏;de Oliveira;Brazil
Rene;Krhin;Slovenia
Sebastian;Jung;Germany
Sebastian;Polter;Germany
Andreas;Luthe;Germany
Moustapha;Diallo;Senegal
Edgar;Prib;Russia
Tongo;Doumbia;Mali
Leandro;Cabrera;Uruguay
Luis Miguel;Rodr«guez;Argentina
Mateusz;Klich;Poland
Astrit;Ajdarevié?;Albania
Vincent;Le Goff;France
Wes;Foderingham;England
Neil;Etheridge;Philippines
Benjamin;Jeannot;France
Marin;Leovac;Croatia
Christopher;Trimmel;Austria
Fabio;Pisacane;Italy
Philipp;Klingmann;Germany
Aitor;Fern«≠ndez;Spain
Vid;Belec;Slovenia
Manuel;Schmiedebach;Germany
Loris;Benito;Switzerland
Sebasti«≠n;Prediger;Argentina
Beram;Kayal;Israel
Vasco;Regini;Italy
è´arko;Tomaè≠evié?;Montenegro
Abdoul Razzagui;Camara;Guinea
Christoph;Moritz;Germany
Rafaè?;Gikiewicz;Poland
Ant«¸nio Filipe;Norinho de Carvalho;Portugal
Jos«∏ Edgar;Andrade da Costa;Portugal
Roy;Krishna;Fiji
«çrven;«Åvila;Peru
Marlon;Pack;England
Gabriel Mois«∏s;Antunes da Silva;Brazil
Jacopo;Sala;Italy
Pajtim;Kasami;Switzerland
Papy;Djilobodji;Senegal
Fran«ıois;Moubandje;Switzerland
Marcel;B«¨chel;Liechtenstein
Pierre-Michel;Lasogga;Germany
Bryan;Oviedo;Costa Rica
Daniel;Bentley;England
Gonzalo;Castellani;Argentina
Alberto;Guiti«≠n Ceballos;Spain
James;McClean;Republic of Ireland
Kenneth;Zohore;Denmark
Bailey;Wright;Australia
Uroè≠;é?osié?;Serbia
Grant;Hanley;Scotland
Isaac;Cofie;Ghana
Dennis;Appiah;France
Alejandro;Fern«≠ndez Iglesias;Spain
Anthony;Losilla;France
Arsen;Khubulov;Russia
Marc;Rzatkowski;Germany
Sebasti«úo;de Freitas Couto;Brazil
Tobias;Kempe;Germany
Jos«∏ Lu«s;Moreno Barroso;Spain
Claiton;Machado dos Santos;Brazil
Alexandre;Letellier;France
Connor;Goldson;England
Marco;Torsiglieri;Argentina
Luca;Caldirola;Italy
Andr«∏;Hoffmann;Germany
Romain;M«∏tanire;France
Nicolas;H«Ùfler;Germany
Juan Ezequiel;Cuevas;Argentina
Marco;P«∏rez;Colombia
Miloè≠;Kosanovié?;Serbia
Nicolai;Boilesen;Denmark
Michael;Hector;Jamaica
Jeong Ho;Hong;Korea Republic
Cyrus;Christie;Republic of Ireland
Bruno;Uvini Bortolan«ıa;Brazil
Moritz;Leitner;Germany
Christoph;Knasm«¨llner;Austria
Ondè?ej;Zahustel;Czech Republic
Dominik;Kaiser;Germany
Tom«≠è≠;Kalas;Czech Republic
Micka«Æl;Le Bihan;France
Thibault;Moulin;France
Kasper;Kusk;Denmark
Christian;Gytkj«›r;Denmark
Robert;è´ulj;Austria
Samuel;Garc«a S«≠nchez;Spain
Junior;Tallo;C«Ôte d'Ivoire
Alexander;S«˜derlund;Norway
Jos«∏ Luis;Fern«≠ndez;Argentina
Ola;John;Holland
Alfredo;Morales;United States
Justin;Meram;Iraq
Diego;Arias;Colombia
Javi;Martos Espigares;Spain
Bobby;Wood;United States
Navarone;Foor;Holland
Jose Ignacio;Peleteiro Ramallo;Spain
Jean-Christophe;Bahebeck;France
Emiliano;Mart«nez;Argentina
Christoffer;Nyman;Sweden
Neeskens;Kebano;Congo DR
Jin Ho;Sin;Korea Republic
Isa«as;S«≠nchez Cortes;Spain
Lucas;Domingues Piazon;Brazil
Caio;Gobbo Secco;Brazil
Eirik Ulland;Andersen;Norway
Isma«Æl;Diomand«∏;C«Ôte d'Ivoire
Oliver;Kragl;Germany
Iv«≠n;Balliu;Albania
David;Pavelka;Czech Republic
Cristian;Galano;Italy
Ahmad;Benali;Libya
Aron;J«¸hannsson;United States
Francisco;Silva;Chile
Jurgen;Mattheij;Holland
J«¸n Gu«¯ni;Fj«¸luson;Iceland
Tjaronn;Chery;Holland
Rafaè?;Wolski;Poland
Jores;Okore;Denmark
Tom;Trybull;Germany
Adam;Reach;England
Marcus;Bettinelli;England
David Sim«¸n;Rodr«guez Santana;Spain
Hendrik;Van Crombrugge;Belgium
Gervasio;N«–«Òez;Argentina
Sander;van de Streek;Holland
Tom;Beugelsdijk;Holland
Raphael;Holzhauser;Austria
Yoshimar;Yot«–n;Peru
Davy;Roef;Belgium
V«ctor;Ibarbo;Colombia
Duvier;Riascos;Colombia
Dieumerci;Ndongala;Congo DR
John;Egan;Republic of Ireland
Jean-Daniel;Akpa Akpro;C«Ôte d'Ivoire
Kemar;Roofe;England
Lu«s Leal;dos Anjos;S«úo Tom«∏ e Pr«ncipe
Benedikt;R«Ùcker;Germany
Luca;Ceppitelli;Italy
Dener;Gomes Clemente;Brazil
T«∏ji;Savanier;France
Ryan;Woods;England
Nicola;Murru;Italy
Isaac;Kiese Thelin;Sweden
Andr«∏;Biyogo Poko;Gabon
Ezgjan;Alioski;FYR Macedonia
Jacopo;Dezi;Italy
Jacob;Murphy;England
Patricio;Gabarr«¸n Gil;Spain
Isaac;Hayden;England
Luciano;Aued;Argentina
Tal;Ben Haim;Israel
Solly;March;England
Felipe;Martins;Brazil
Marcus;Rohd«∏n;Sweden
Adam;Webster;England
Kenneth;Omeruo;Nigeria
Mohamed;Yattara;Guinea
Bryan;Carrasco;Chile
Steeve;Yago;Burkina Faso
Syam;Ben Youssef;Tunisia
Dom;Dwyer;United States
Mat«as;Dituro;Argentina
Ra«–l;Albentosa Redal;Spain
Danny;Ward;Wales
St«∏phane;Badji;Senegal
Daniel;Bessa;Italy
Michael;Frey;Switzerland
Anastasios;Bakasetas;Greece
Clinton Mukoni;Mata Pedro Louren«ıo;Angola
Sam;Byram;England
Fahad;Al Muwallad;Saudi Arabia
Jehad;Al Hussien;Syria
Florent;Mollet;France
Matheus;D«¸ria Macedo;Brazil
Mustafa;Saymak;Holland
Lorenzo;Lollo;Italy
Rom«≠rio Ricardo;da Silva;Brazil
Branimir;Hrgota;Sweden
Dimitrios;Siovas;Greece
Dorian;Dessoleil;Belgium
Barrie;McKay;Scotland
Leiton;Jim«∏nez;Colombia
Siebe;Schrijvers;Belgium
Timo;Letschert;Holland
Julian;Jeanvier;France
Joris;van Overeem;Holland
Thomas;Pledl;Germany
Denis;Linsmayer;Germany
Romell;Quioto;Honduras
Jo«úo Felipe;Schmidt Urbano;Brazil
Salem;Al Dawsari;Saudi Arabia
Yasser;Al Shahrani;Saudi Arabia
Haitam;Aleesami;Norway
Christian;N«˜rgaard;Denmark
AljaèÛ;Struna;Slovenia
Nikos;Karelis;Greece
Federico;Ceccherini;Italy
Ben;Osborn;England
Rub«∏n;Garc«a Santos;Spain
Mpho;Makola;South Africa
Ariel;Rojas;Argentina
Mauro;Goicoechea;Uruguay
Alejandro;Chumacero;Bolivia
Mark;Flekken;Holland
Tom;Sch«¨tz;Germany
S«¨leyman;Ko«ı;Germany
Andreas;Voglsammer;Germany
Kenan;Karaman;Turkey
Alexander;Scholz;Denmark
Steven;Moreira;France
Fr«∏d«∏ric;Mendy;Guinea-Bissau
Aly;Ghazal;Egypt
Walker;Zimmerman;United States
Wesley;Sa«Ód;France
Jordan;Jones;Northern Ireland
Josu«∏ Humberto;Gon«ıalves Leal S«≠;Portugal
Jimmy;Cabot;France
R«–nar M«≠r;Sigurj«¸nsson;Iceland
Gon«ıalo Filipe;Oliveira Silva;Portugal
Kellyn;Acosta;United States
Santiago;Montoya;Colombia
Jin Su;Kim;Korea Republic
Saulo;Decarli;Switzerland
William;Troost-Ekong;Nigeria
Fouad;Bachirou;Comoros
Serge-Junior;Martinsson Ngouali;Gabon
Calmon;Wergiton do Ros«≠rio;Brazil
Bismar;Acosta;Costa Rica
Lebogang;Phiri;South Africa
Alberto;Cerri;Italy
Ager;Aketxe Barrutia;Spain
Jaine;Barreiro;Colombia
Leandro;Castellanos;Colombia
Germ«≠n;Cano;Argentina
Claudio;Baeza;Chile
Guillermo;Celis;Colombia
Michael;Rangel;Colombia
Jefferson;Cuero;Colombia
Danovis;Banguero;Colombia
Freddy;Hinestroza;Colombia
Paulo;D«az;Chile
Iv«≠n;Arboleda;Colombia
Carlos;Arboleda;Colombia
Rom«≠n;Torres;Panama
Leonardo;Castro;Colombia
Stefan;Medina;Colombia
Sherman;C«≠rdenas;Colombia
Patricio;Rubio;Chile
Lorenzo;Reyes;Chile
Mart«n;Rodr«guez;Chile
«?scar;Opazo;Chile
Claudio;Ria«Òo;Argentina
Leonel;Miranda;Argentina
Nicol«≠s;Aguirre;Argentina
Leonardo;Sigali;Argentina
Fernando;Zuqui;Argentina
Francisco;Cerro;Argentina
Guillermo;Sara;Argentina
Axel;Werner;Argentina
Fabricio;Fontanini;Argentina
Luciano;Lollo;Argentina
Renzo;Saravia;Argentina
Mart«n;Cauteruccio;Uruguay
Francesco;Vicari;Italy
Robert;Skov;Denmark
Renaud;Emond;Belgium
Carlos;Strandberg;Sweden
Leonardo;Gil;Argentina
Rafael;Delgado;Argentina
Gaetano;Letizia;Italy
Lorenzo;Pasciuti;Italy
Danilo Teodoro;Soares;Brazil
Daley;Sinkgraven;Holland
Alan;Browne;Republic of Ireland
Salih;U«ıan;Turkey
Fl«≠vio;da Silva Ramos;Brazil
An«bal;Godoy;Panama
Paul;Arriola;United States
Alexis;Mart«n Arias;Argentina
Kevin;Molino;Trinidad and Tobago
Lu«s Rafael;Soares Alves;Portugal
Firmin Ndombe;Mubele;Congo DR
Helibelton;Palacios;Colombia
Sergio;Vittor;Argentina
Pedro Miguel;Pereira Silva;Portugal
Josh;Windass;England
Vyacheslav;Karavaev;Russia
Stipe;Perica;Croatia
Simeon;Tochukwu Nwankwo;Nigeria
Roberto;Ib«≠«Òez Castro;Spain
Andr«∏s;Mosquera;Colombia
Thomas;Didillon;France
Felipe Nicol«≠s;Avenatti;Uruguay
Jos«∏;Mauri;Italy
Sa«©f-Eddine;Khaoui;Tunisia
Simone;Scuffet;Italy
C«∏sar;Falletti;Uruguay
Joel;Pohjanpalo;Finland
Bubacarr;Sanneh;Gambia
Alejandro;Mula S«≠nchez;Spain
Federico;Mattiello;Italy
Federico;Ricci;Italy
Luis Miguel;S«≠nchez Ben«tez;Spain
Federico;Melchiorri;Italy
Ezequiel;Ponce;Argentina
Jordan;Hugill;England
Anderson;Esiti;Nigeria
Jorge;Correa;Argentina
Mislav;Orè≠ié?;Croatia
Johan;Arango;Colombia
Omar;Govea;Mexico
Dieter;Villalpando;Mexico
Jacob;Rinne;Sweden
Marcel;Sobottka;Germany
Carlos;Gruezo;Ecuador
Carlos;Mart«n Vigaray;Spain
Lucas;Boy«∏;Argentina
Aaron;Long;United States
Albian;Ajeti;Switzerland
Andr«∏s;Cubas;Argentina
Yamil;Asad;Argentina
Jo«úo Rafael;Brito Teixeira;Portugal
Alexis;Blin;France
Masato;Morishige;Japan
Ahmet;«?aléÒk;Turkey
«Ångel;Mena;Ecuador
Cristian;Penilla;Ecuador
Gustavo;Toledo;Argentina
Brian;Fern«≠ndez;Argentina
Famara;Diedhiou;Senegal
Pablo;Martinez;France
Mattia;Sprocati;Italy
Alexandre;Mendy;France
Emil;Berggreen;Denmark
Javier;Correa;Argentina
I«Òigo;Eguaras «Ålvarez;Spain
Orkan;«?éÒnar;Turkey
Jo«úo Ricardo;da Silva Afonso;Portugal
Yacine;Bammou;Morocco
Paul;Bernardoni;France
Samuel;Bastien;Belgium
Sergio;Herrera Pir«¸n;Spain
Jordy;de Wijs;Holland
Yoann;Barbet;France
Kristoffer;Ajer;Norway
Taras;Romanczuk;Poland
Germ«≠n;Lanaro;Argentina
Julian;Pollersbeck;Germany
Mario;èˇitum;Croatia
Pedro Nuno;Fernandes Ferreira;Portugal
Yann;Bodiger;France
Junling;Yan;China PR
Peter;Olayinka;Nigeria
Kevin;Diks;Holland
Adri«≠n;Mar«n G«¸mez;Spain
Mimoun;Mahi;Morocco
Adama;Traor«∏;Mali
Leonardo;Su«≠rez;Argentina
Murilo;de Souza Costa;Brazil
Daniele;Verde;Italy
Moussa;Niakhat«∏;France
Denis;Bouanga;Gabon
Michalis;Bakakis;Greece
«Ångel;Gonz«≠lez;Argentina
Hee Chan;Hwang;Korea Republic
Pablo;Ar«≠nguiz;Chile
Jonathan;Galv«≠n;Argentina
Baldomero;Perlaza;Colombia
V«ctor;Malcorra;Argentina
Franco;Soldano;Argentina
Ivo Tiago;Santos Rodrigues;Portugal
Diego;Gonz«≠lez Polanco;Spain
Daniel;«Ålvarez;Mexico
Konstantin;Kerschbaumer;Austria
Diego;Viera;Paraguay
Samuel;Adegbenro;Nigeria
Isaac;Mbenza;Belgium
Vladyslav;Kalitvintsev;Ukraine
Alexis;Castro;Argentina
Pape Abou;Ciss«∏;Senegal
Rico;Strieder;Germany
Lucas;Mart«nez Quarta;Argentina
Oussama;Idrissi;Holland
Geovanni;Banguera;Colombia
Jo«úo Pedro;da Costa Gamboa;Portugal
Mat«as;Vargas;Argentina
V«ctor;Guzm«≠n;Mexico
Karim;Onisiwo;Austria
Hicham;Faik;Holland
Maksym;Malyshev;Ukraine
Allano Brendon;de Souza Lima;Brazil
Pascal;Stenzel;Germany
Nicol«≠s;Benedetti;Colombia
Rub«∏n;Alcaraz Jim«∏nez;Spain
Jordi;Calavera Espinach;Spain
Assane;Diouss«∏;Senegal
Leonardo;Gamalho de Souza;Brazil
Ignacio;Gil;Spain
Ademola;Lookman;England
Hern«≠n;Toledo;Argentina
Jamiro Gregory;Monteiro Alvarenga;Cape Verde Islands
Diogo Ant«¸nio;Cupido Gon«ıalves;Portugal
Jeison;Lucumi;Colombia
Rona«Æl;Pierre-Gabriel;France
Landry;Dimata;Belgium
Alessandro;Murgia;Italy
Saman;Ghoddos;Iran
Justin;Bijlow;Holland
Agust«n;Bouzat;Argentina
Santiago;Mosquera;Colombia
Masaaki;Higashiguchi;Japan
Yoshifumi;Kashiwa;Japan
Ritsu;Doan;Japan
Tyler;Adams;United States
Jadon;Sancho;England
Michael;Olunga;Kenya
Xaver;Schlager;Austria
Vukaè≠in;Jovanovié?;Serbia
Petar;Brlek;Croatia
Riccardo;Orsolini;Italy
Amr;Warda;Egypt
Odsonne;Edouard;France
Alphonso;Davies;Canada
Mikkel;Rygaard;Denmark
Oualid;El Hajjam;Morocco
Jos«∏ Diogo;Dalot Teixeira;Portugal
Luis;Reyes;Mexico
Jonathan;Ikon«∏;France
Edouard;Mendy;France
Abbubaker;Mobara;South Africa
Efecan;Karaca;Turkey
Jo«úo Carlos;Fonseca Silva;Portugal
Michele;Castagnetti;Italy
Christian;Bernardi;Argentina
«?ngelo;Pelegrinelli Neto;Brazil
Youssef;En-Nesyri;Morocco
Jacinto;Muondo Dala;Angola
Ernest;Seka;Guinea
Dario;Maresic;Austria
Mat«as;Zaracho;Argentina
Francisco Jos«∏;Beltr«≠n Peinado;Spain
Yves;Bissouma;Mali
Jarom«r;Zmrhal;Czech Republic
Moise;Kean;Italy
Michael;Ngadeu-Ngadjui;Cameroon
David;Guzman;Costa Rica
Min Jae;Kim;Korea Republic
Samuel;Kalu;Nigeria
Luk«≠è≠;Pokorn«´;Czech Republic
Amir;Abedzadeh;Iran
Lumor;Agbenyenu;Ghana
Arne;Maier;Germany
Amaral Alves;Marcos Vinicius;Brazil
Weston;McKennie;United States
Franko;Andrijaè≠evié?;Croatia
Vasilios;Barkas;Greece
Jefferson;De Jesus Santos;Brazil
Hassane;Band«∏;Burkina Faso
Micka«Æl;Cuisance;France
Davit;Khocholava;Georgia
Luk«≠è≠;èˇtetina;Slovakia
Bruno Manuel;Ara«–jo Braga;Portugal
Diederik;Boer;Holland
Nick;Rimando;United States
Rapha«Æl;Nuzzolo;Switzerland
Andreas;Isaksson;Sweden
Andreas;Johansson;Sweden
Johan;Wiland;Sweden
Ashley;Cole;England
Kyle;Beckerman;United States
Olivier;Deschacht;Belgium
Juli«≠n;Speroni;Argentina
Johan;Cavalli;France
Maurizio;Domizzi;Italy
Mathieu;Bodmer;France
Jelle;Van Damme;Belgium
Wayne;Routledge;England
Simone;Padoin;Italy
Gianluca;Pegolo;Italy
Jos«∏ Antonio;Dorado Ram«rez;Spain
Borja;Fern«≠ndez Fern«≠ndez;Spain
Ali;Turan;Turkey
Umut;Bulut;Turkey
Paul;McShane;Republic of Ireland
